timestamp,open,high,low,close
2022-02-28 05:00:00,0.83546,0.83551,0.83470,0.83518
2022-02-28 06:00:00,0.83510,0.83535,0.83450,0.83490
2022-02-28 07:00:00,0.83492,0.83544,0.83430,0.83450
2022-02-28 08:00:00,0.83454,0.83719,0.83400,0.83667
2022-02-28 09:00:00,0.83660,0.83709,0.83550,0.83633
2022-02-28 10:00:00,0.83634,0.83640,0.83480,0.83571
2022-02-28 11:00:00,0.83564,0.83764,0.83510,0.83733
2022-02-28 12:00:00,0.83731,0.83738,0.83490,0.83600
2022-02-28 13:00:00,0.83613,0.83650,0.83500,0.83595
2022-02-28 14:00:00,0.83598,0.83664,0.83440,0.83594
2022-02-28 15:00:00,0.83593,0.83710,0.83560,0.83682
2022-02-28 16:00:00,0.83683,0.83732,0.83520,0.83693
2022-02-28 17:00:00,0.83692,0.83827,0.83600,0.83644
2022-02-28 18:00:00,0.83647,0.83696,0.83570,0.83673
2022-02-28 19:00:00,0.83679,0.83680,0.83570,0.83614
2022-02-28 20:00:00,0.83615,0.83667,0.83590,0.83659
2022-02-28 21:00:00,0.83666,0.83667,0.83550,0.83574
2022-02-28 22:00:00,0.83574,0.83610,0.83510,0.83561
2022-02-28 23:00:00,0.83558,0.83640,0.83494,0.83574
2022-03-01 00:00:00,0.83574,0.83610,0.83530,0.83540
2022-03-01 01:00:00,0.83551,0.83570,0.83500,0.83539
2022-03-01 02:00:00,0.83541,0.83566,0.83470,0.83480
2022-03-01 03:00:00,0.83492,0.83495,0.83430,0.83461
2022-03-01 04:00:00,0.83462,0.83528,0.83440,0.83483
2022-03-01 05:00:00,0.83482,0.83505,0.83450,0.83473
2022-03-01 06:00:00,0.83470,0.83515,0.83417,0.83435
2022-03-01 07:00:00,0.83435,0.83500,0.83410,0.83477
2022-03-01 08:00:00,0.83477,0.83656,0.83440,0.83653
2022-03-01 09:00:00,0.83652,0.83674,0.83510,0.83587
2022-03-01 10:00:00,0.83588,0.83605,0.83350,0.83467
2022-03-01 11:00:00,0.83468,0.83494,0.83330,0.83490
2022-03-01 12:00:00,0.83490,0.83490,0.83250,0.83359
2022-03-01 13:00:00,0.83359,0.83367,0.83240,0.83300
