timestamp,open,high,low,close
2022-02-28 00:00:00,1.03410,1.03743,1.03320,1.03610
2022-02-28 01:00:00,1.03611,1.03798,1.03500,1.03550
2022-02-28 02:00:00,1.03580,1.03660,1.03438,1.03537
2022-02-28 03:00:00,1.03530,1.03570,1.03312,1.03400
2022-02-28 04:00:00,1.03404,1.03443,1.03300,1.03373
2022-02-28 05:00:00,1.03373,1.03388,1.03179,1.03252
2022-02-28 06:00:00,1.03257,1.03351,1.03186,1.03313
2022-02-28 07:00:00,1.03313,1.03410,1.03267,1.03358
2022-02-28 08:00:00,1.03360,1.03686,1.03270,1.03583
2022-02-28 09:00:00,1.03580,1.03613,1.03329,1.03400
2022-02-28 10:00:00,1.03402,1.03423,1.03080,1.03126
2022-02-28 11:00:00,1.03127,1.03416,1.03096,1.03380
2022-02-28 12:00:00,1.03413,1.03447,1.03090,1.03227
2022-02-28 13:00:00,1.03232,1.03336,1.03176,1.03231
2022-02-28 14:00:00,1.03237,1.03393,1.02959,1.03018
2022-02-28 15:00:00,1.03023,1.03165,1.02922,1.03099
2022-02-28 16:00:00,1.03100,1.03143,1.02870,1.03046
2022-02-28 17:00:00,1.03047,1.03280,1.02940,1.03019
2022-02-28 18:00:00,1.03019,1.03071,1.02795,1.02947
2022-02-28 19:00:00,1.02948,1.02980,1.02826,1.02878
2022-02-28 20:00:00,1.02874,1.02924,1.02782,1.02868
2022-02-28 21:00:00,1.02872,1.02904,1.02767,1.02822
2022-02-28 22:00:00,1.02822,1.02880,1.02730,1.02860
2022-02-28 23:00:00,1.02827,1.02920,1.02797,1.02890
2022-03-01 00:00:00,1.02863,1.02933,1.02821,1.02890
2022-03-01 01:00:00,1.02899,1.02973,1.02814,1.02905
2022-03-01 02:00:00,1.02910,1.02975,1.02860,1.02960
2022-03-01 03:00:00,1.02950,1.02976,1.02858,1.02917
2022-03-01 04:00:00,1.02917,1.02924,1.02765,1.02801
2022-03-01 05:00:00,1.02804,1.02852,1.02750,1.02813
2022-03-01 06:00:00,1.02811,1.02883,1.02767,1.02810
2022-03-01 07:00:00,1.02820,1.02930,1.02765,1.02921
2022-03-01 08:00:00,1.02925,1.02938,1.02650,1.02872
2022-03-01 09:00:00,1.02872,1.02880,1.02616,1.02817
2022-03-01 10:00:00,1.02820,1.02850,1.02430,1.02608
2022-03-01 11:00:00,1.02607,1.02934,1.02370,1.02843
2022-03-01 12:00:00,1.02846,1.02854,1.02437,1.02522
2022-03-01 13:00:00,1.02525,1.02573,1.02362,1.02413
2022-03-01 14:00:00,1.02417,1.02677,1.02280,1.02565
2022-03-01 15:00:00,1.02569,1.02581,1.02356,1.02472
2022-03-01 16:00:00,1.02472,1.02494,1.02288,1.02425
2022-03-01 17:00:00,1.02424,1.02470,1.02000,1.02023
2022-03-01 18:00:00,1.02027,1.02260,1.01944,1.02163
2022-03-01 19:00:00,1.02162,1.02228,1.02036,1.02168
2022-03-01 20:00:00,1.02168,1.02276,1.02063,1.02214
2022-03-01 21:00:00,1.02212,1.02290,1.02150,1.02209
2022-03-01 22:00:00,1.02212,1.02244,1.02120,1.02120
2022-03-01 23:00:00,1.02190,1.02240,1.02093,1.02164
2022-03-02 00:00:00,1.02100,1.02267,1.02087,1.02249
2022-03-02 01:00:00,1.02258,1.02294,1.02146,1.02274
2022-03-02 02:00:00,1.02280,1.02340,1.02219,1.02317
2022-03-02 03:00:00,1.02315,1.02370,1.02209,1.02341
2022-03-02 04:00:00,1.02330,1.02380,1.02194,1.02250
2022-03-02 05:00:00,1.02230,1.02274,1.02187,1.02249
2022-03-02 06:00:00,1.02254,1.02272,1.02116,1.02159
2022-03-02 07:00:00,1.02167,1.02181,1.02000,1.02047
2022-03-02 08:00:00,1.02048,1.02168,1.01899,1.01964
2022-03-02 09:00:00,1.01967,1.02074,1.01860,1.01905
2022-03-02 10:00:00,1.01904,1.01950,1.01560,1.01600
2022-03-02 11:00:00,1.01640,1.01995,1.01580,1.01976
2022-03-02 12:00:00,1.01981,1.02069,1.01890,1.02051
2022-03-02 13:00:00,1.02050,1.02223,1.01980,1.02218
2022-03-02 14:00:00,1.02218,1.02220,1.02000,1.02141
2022-03-02 15:00:00,1.02145,1.02276,1.02014,1.02235
2022-03-02 16:00:00,1.02234,1.02244,1.02071,1.02166
2022-03-02 17:00:00,1.02164,1.02634,1.02090,1.02300
2022-03-02 18:00:00,1.02342,1.02393,1.02160,1.02370
2022-03-02 19:00:00,1.02388,1.02489,1.02336,1.02400
2022-03-02 20:00:00,1.02437,1.02491,1.02355,1.02418
2022-03-02 21:00:00,1.02422,1.02435,1.02316,1.02423
