timestamp,open,high,low,close
2022-02-28 00:00:00,1.85766,1.86199,1.85519,1.86066
2022-02-28 01:00:00,1.86074,1.86270,1.86019,1.86121
2022-02-28 02:00:00,1.86127,1.86157,1.85858,1.86063
2022-02-28 03:00:00,1.86064,1.86248,1.85959,1.86203
2022-02-28 04:00:00,1.86211,1.86281,1.85932,1.86006
2022-02-28 05:00:00,1.86007,1.86009,1.85793,1.85842
2022-02-28 06:00:00,1.85832,1.86061,1.85774,1.86012
2022-02-28 07:00:00,1.86021,1.86043,1.85757,1.86018
2022-02-28 08:00:00,1.86024,1.86033,1.85566,1.85656
2022-02-28 09:00:00,1.85654,1.85767,1.85464,1.85705
2022-02-28 10:00:00,1.85706,1.85852,1.85638,1.85761
2022-02-28 11:00:00,1.85762,1.85900,1.85552,1.85711
2022-02-28 12:00:00,1.85724,1.85793,1.85406,1.85619
2022-02-28 13:00:00,1.85622,1.85763,1.85321,1.85391
2022-02-28 14:00:00,1.85396,1.85653,1.85317,1.85461
2022-02-28 15:00:00,1.85464,1.85512,1.85158,1.85242
2022-02-28 16:00:00,1.85246,1.85391,1.84833,1.84930
2022-02-28 17:00:00,1.84930,1.85023,1.84723,1.84805
2022-02-28 18:00:00,1.84804,1.84863,1.84576,1.84627
2022-02-28 19:00:00,1.84650,1.84875,1.84564,1.84806
2022-02-28 20:00:00,1.84807,1.84945,1.84647,1.84657
2022-02-28 21:00:00,1.84652,1.84769,1.84574,1.84719
2022-02-28 22:00:00,1.84717,1.84825,1.84605,1.84744
2022-02-28 23:00:00,1.84669,1.84890,1.84540,1.84804
2022-03-01 00:00:00,1.84807,1.84921,1.84574,1.84892
2022-03-01 01:00:00,1.84911,1.84972,1.84789,1.84909
2022-03-01 02:00:00,1.84908,1.84924,1.84658,1.84784
2022-03-01 03:00:00,1.84783,1.84820,1.84528,1.84654
2022-03-01 04:00:00,1.84661,1.85003,1.84653,1.84857
2022-03-01 05:00:00,1.84850,1.84874,1.84699,1.84721
2022-03-01 06:00:00,1.84727,1.84813,1.84627,1.84710
2022-03-01 07:00:00,1.84712,1.84732,1.84403,1.84430
2022-03-01 08:00:00,1.84430,1.84466,1.84198,1.84271
2022-03-01 09:00:00,1.84270,1.84471,1.84160,1.84354
2022-03-01 10:00:00,1.84361,1.84603,1.84275,1.84401
2022-03-01 11:00:00,1.84401,1.84591,1.84119,1.84127
2022-03-01 12:00:00,1.84127,1.84523,1.84094,1.84321
2022-03-01 13:00:00,1.84326,1.84559,1.84211,1.84387
2022-03-01 14:00:00,1.84397,1.84609,1.84170,1.84269
2022-03-01 15:00:00,1.84268,1.84344,1.84094,1.84181
2022-03-01 16:00:00,1.84182,1.84224,1.83841,1.83892
2022-03-01 17:00:00,1.83892,1.84036,1.83509,1.83772
2022-03-01 18:00:00,1.83773,1.83812,1.83500,1.83547
2022-03-01 19:00:00,1.83551,1.83641,1.83481,1.83600
2022-03-01 20:00:00,1.83609,1.83879,1.83568,1.83695
2022-03-01 21:00:00,1.83706,1.83798,1.83532,1.83688
2022-03-01 22:00:00,1.83689,1.83752,1.83456,1.83645
2022-03-01 23:00:00,1.83635,1.83804,1.83399,1.83718
2022-03-02 00:00:00,1.83727,1.83824,1.83551,1.83642
2022-03-02 01:00:00,1.83646,1.83662,1.83345,1.83384
2022-03-02 02:00:00,1.83388,1.83549,1.83212,1.83251
2022-03-02 03:00:00,1.83258,1.83333,1.83029,1.83094
2022-03-02 04:00:00,1.83095,1.83206,1.82953,1.83136
2022-03-02 05:00:00,1.83171,1.83192,1.83006,1.83149
2022-03-02 06:00:00,1.83147,1.83195,1.82968,1.83007
2022-03-02 07:00:00,1.83005,1.83270,1.82981,1.83209
2022-03-02 08:00:00,1.83208,1.83307,1.83070,1.83240
2022-03-02 09:00:00,1.83238,1.83556,1.82980,1.83481
2022-03-02 10:00:00,1.83481,1.83570,1.83144,1.83358
2022-03-02 11:00:00,1.83351,1.83611,1.83314,1.83430
2022-03-02 12:00:00,1.83425,1.83620,1.83147,1.83463
2022-03-02 13:00:00,1.83462,1.83502,1.83172,1.83289
2022-03-02 14:00:00,1.83285,1.83558,1.83179,1.83520
2022-03-02 15:00:00,1.83526,1.83582,1.83334,1.83428
2022-03-02 16:00:00,1.83426,1.83749,1.83371,1.83579
2022-03-02 17:00:00,1.83577,1.83684,1.83330,1.83507
2022-03-02 18:00:00,1.83504,1.83605,1.83350,1.83406
2022-03-02 19:00:00,1.83409,1.83425,1.83130,1.83269
2022-03-02 20:00:00,1.83268,1.83341,1.83156,1.83300
2022-03-02 21:00:00,1.83300,1.83481,1.83257,1.83440
2022-03-02 22:00:00,1.83442,1.83831,1.83390,1.83694
2022-03-02 23:00:00,1.83638,1.83817,1.83551,1.83726
2022-03-03 00:00:00,1.83726,1.83782,1.83600,1.83676
2022-03-03 01:00:00,1.83676,1.83726,1.83515,1.83637
2022-03-03 02:00:00,1.83640,1.83777,1.83564,1.83683
2022-03-03 03:00:00,1.83687,1.83872,1.83649,1.83681
2022-03-03 04:00:00,1.83687,1.83807,1.83622,1.83711
2022-03-03 05:00:00,1.83711,1.83754,1.83479,1.83601
2022-03-03 06:00:00,1.83601,1.83676,1.83462,1.83522
2022-03-03 07:00:00,1.83529,1.83535,1.83150,1.83242
2022-03-03 08:00:00,1.83241,1.83355,1.82974,1.83003
2022-03-03 09:00:00,1.83009,1.83400,1.82907,1.83089
2022-03-03 10:00:00,1.83089,1.83348,1.83015,1.83294
2022-03-03 11:00:00,1.83296,1.83378,1.83102,1.83173
2022-03-03 12:00:00,1.83166,1.83209,1.82977,1.83137
2022-03-03 13:00:00,1.83142,1.83187,1.82895,1.82978
2022-03-03 14:00:00,1.82978,1.82998,1.82684,1.82743
2022-03-03 15:00:00,1.82738,1.82890,1.81962,1.81995
2022-03-03 16:00:00,1.81997,1.82280,1.81843,1.82242
2022-03-03 17:00:00,1.82240,1.82530,1.82022,1.82153
2022-03-03 18:00:00,1.82153,1.82265,1.81978,1.82187
2022-03-03 19:00:00,1.82188,1.82262,1.81944,1.82106
2022-03-03 20:00:00,1.82103,1.82279,1.82002,1.82016
2022-03-03 21:00:00,1.82015,1.82256,1.81996,1.82077
2022-03-03 22:00:00,1.82077,1.82225,1.81981,1.81982
2022-03-03 23:00:00,1.82036,1.82268,1.81978,1.82134
2022-03-04 00:00:00,1.82095,1.82192,1.81868,1.81968
2022-03-04 01:00:00,1.81969,1.82491,1.81870,1.82350
2022-03-04 02:00:00,1.82348,1.82479,1.81993,1.82114
2022-03-04 03:00:00,1.82105,1.82152,1.81847,1.81945
2022-03-04 04:00:00,1.81945,1.81999,1.81702,1.81776
2022-03-04 05:00:00,1.81779,1.81782,1.81291,1.81339
2022-03-04 06:00:00,1.81338,1.81449,1.81257,1.81338
2022-03-04 07:00:00,1.81339,1.81558,1.81255,1.81497
2022-03-04 08:00:00,1.81502,1.81503,1.81108,1.81156
2022-03-04 09:00:00,1.81154,1.81207,1.80429,1.80568
