<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220304,17:55:00,1.3213000,1.3221000,1.3209000,1.3213000,15878
20220304,18:00:00,1.3211000,1.3221000,1.3210000,1.3220000,13091
20220304,18:05:00,1.3220000,1.3227000,1.3212000,1.3216000,14254
20220304,18:10:00,1.3215000,1.3220000,1.3207000,1.3218000,11101
20220304,18:15:00,1.3218000,1.3222000,1.3211000,1.3213000,11434
20220304,18:20:00,1.3214000,1.3219000,1.3207000,1.3218000,14890
20220304,18:25:00,1.3218000,1.3221000,1.3207000,1.3217000,12887
20220304,18:30:00,1.3217000,1.3228000,1.3215000,1.3227000,12744
20220304,18:35:00,1.3226000,1.3228000,1.3217000,1.3222000,14252
20220304,18:40:00,1.3222000,1.3225000,1.3212000,1.3216000,10350
20220304,18:45:00,1.3216000,1.3217000,1.3204000,1.3207000,10702
20220304,18:50:00,1.3207000,1.3210000,1.3199000,1.3205000,13224
20220304,18:55:00,1.3205000,1.3220000,1.3202000,1.3217000,13006
20220304,19:00:00,1.3217000,1.3220000,1.3206000,1.3219000,14038
20220304,19:05:00,1.3218000,1.3221000,1.3209000,1.3216000,10538
20220304,19:10:00,1.3216000,1.3222000,1.3212000,1.3218000,10023
20220304,19:15:00,1.3218000,1.3226000,1.3215000,1.3223000,7310
20220304,19:20:00,1.3223000,1.3227000,1.3217000,1.3224000,8011
20220304,19:25:00,1.3224000,1.3224000,1.3217000,1.3220000,7077
20220304,19:30:00,1.3220000,1.3221000,1.3209000,1.3215000,12649
20220304,19:35:00,1.3215000,1.3216000,1.3202000,1.3210000,11612
20220304,19:40:00,1.3210000,1.3219000,1.3204000,1.3218000,11265
20220304,19:45:00,1.3218000,1.3224000,1.3213000,1.3217000,12399
20220304,19:50:00,1.3216000,1.3219000,1.3205000,1.3213000,15795
20220304,19:55:00,1.3213000,1.3218000,1.3207000,1.3211000,12095
20220304,20:00:00,1.3211000,1.3216000,1.3205000,1.3212000,11862
20220304,20:05:00,1.3212000,1.3219000,1.3208000,1.3217000,7637
20220304,20:10:00,1.3217000,1.3218000,1.3208000,1.3211000,7388
20220304,20:15:00,1.3211000,1.3216000,1.3209000,1.3214000,5769
20220304,20:20:00,1.3214000,1.3224000,1.3213000,1.3218000,9021
20220304,20:25:00,1.3218000,1.3219000,1.3207000,1.3214000,12099
20220304,20:30:00,1.3213000,1.3223000,1.3209000,1.3222000,8866
20220304,20:35:00,1.3222000,1.3229000,1.3219000,1.3225000,9323
20220304,20:40:00,1.3225000,1.3235000,1.3222000,1.3234000,7458
20220304,20:45:00,1.3234000,1.3236000,1.3224000,1.3227000,8784
20220304,20:50:00,1.3227000,1.3229000,1.3221000,1.3226000,7129
20220304,20:55:00,1.3226000,1.3230000,1.3220000,1.3228000,7127
20220304,21:00:00,1.3228000,1.3230000,1.3222000,1.3228000,6301
20220304,21:05:00,1.3228000,1.3233000,1.3223000,1.3230000,8355
20220304,21:10:00,1.3230000,1.3240000,1.3223000,1.3239000,7612
20220304,21:15:00,1.3240000,1.3241000,1.3233000,1.3237000,6766
20220304,21:20:00,1.3237000,1.3238000,1.3229000,1.3232000,6340
20220304,21:25:00,1.3232000,1.3239000,1.3229000,1.3237000,5370
20220304,21:30:00,1.3236000,1.3238000,1.3232000,1.3237000,5857
20220304,21:35:00,1.3237000,1.3241000,1.3235000,1.3239000,4634
20220304,21:40:00,1.3239000,1.3240000,1.3233000,1.3237000,4544
20220304,21:45:00,1.3237000,1.3238000,1.3227000,1.3233000,5994
20220304,21:50:00,1.3232000,1.3235000,1.3227000,1.3234000,5161
20220304,21:55:00,1.3234000,1.3239000,1.3230000,1.3237000,4421
20220304,22:00:00,1.3238000,1.3240000,1.3234000,1.3238000,6280
20220304,22:05:00,1.3238000,1.3239000,1.3229000,1.3233000,8274
20220304,22:10:00,1.3233000,1.3237000,1.3231000,1.3235000,5278
20220304,22:15:00,1.3234000,1.3236000,1.3229000,1.3235000,4611
20220304,22:20:00,1.3236000,1.3237000,1.3230000,1.3235000,5358
20220304,22:25:00,1.3235000,1.3240000,1.3233000,1.3238000,4962
20220304,22:30:00,1.3238000,1.3242000,1.3234000,1.3239000,5332
20220304,22:35:00,1.3239000,1.3246000,1.3235000,1.3244000,5325
20220304,22:40:00,1.3244000,1.3245000,1.3235000,1.3240000,5292
20220304,22:45:00,1.3240000,1.3242000,1.3232000,1.3236000,6519
20220304,22:50:00,1.3236000,1.3237000,1.3227000,1.3232000,7444
20220304,22:55:00,1.3232000,1.3237000,1.3226000,1.3229000,8046
20220304,23:00:00,1.3229000,1.3231000,1.3214000,1.3219000,8704
20220304,23:05:00,1.3219000,1.3229000,1.3214000,1.3224000,9613
20220304,23:10:00,1.3224000,1.3229000,1.3221000,1.3225000,6243
20220304,23:15:00,1.3225000,1.3229000,1.3221000,1.3226000,7067
20220304,23:20:00,1.3226000,1.3231000,1.3222000,1.3227000,8843
20220304,23:25:00,1.3226000,1.3233000,1.3223000,1.3232000,7101
20220304,23:30:00,1.3232000,1.3237000,1.3227000,1.3233000,7799
20220304,23:35:00,1.3233000,1.3235000,1.3228000,1.3231000,6646
20220304,23:40:00,1.3231000,1.3234000,1.3227000,1.3232000,5681
20220304,23:45:00,1.3232000,1.3237000,1.3228000,1.3237000,6455
20220304,23:50:00,1.3236000,1.3238000,1.3230000,1.3234000,7432
20220304,23:55:00,1.3234000,1.3240000,1.3229000,1.3237000,8679
20220305,00:00:00,1.3237000,1.3250000,1.3235000,1.3248000,11300
20220305,00:05:00,1.3248000,1.3249000,1.3242000,1.3249000,5354
20220305,00:10:00,1.3249000,1.3249000,1.3238000,1.3243000,3534
20220305,00:15:00,1.3242000,1.3243000,1.3237000,1.3242000,2199
20220305,00:20:00,1.3242000,1.3243000,1.3236000,1.3241000,2270
20220305,00:25:00,1.3241000,1.3243000,1.3236000,1.3239000,2766
20220305,00:30:00,1.3239000,1.3242000,1.3235000,1.3241000,3001
20220305,00:35:00,1.3240000,1.3243000,1.3235000,1.3242000,2202
20220305,00:40:00,1.3242000,1.3243000,1.3237000,1.3241000,1615
20220305,00:45:00,1.3241000,1.3242000,1.3234000,1.3239000,2569
20220305,00:50:00,1.3240000,1.3242000,1.3235000,1.3241000,2926
20220305,00:55:00,1.3240000,1.3241000,1.3231000,1.3234000,2868
20220305,01:00:00,1.3234000,1.3239000,1.3227000,1.3229000,2306
20220305,01:05:00,1.3226000,1.3226000,1.3226000,1.3226000,1
20220306,21:00:00,1.3243000,1.3243000,1.3243000,1.3243000,3
20220306,21:40:00,1.3244000,1.3244000,1.3244000,1.3244000,3
20220306,21:45:00,1.3247000,1.3248000,1.3247000,1.3248000,6
20220306,22:10:00,1.3243000,1.3243000,1.3242000,1.3242000,6
20220306,22:15:00,1.3240000,1.3240000,1.3234000,1.3234000,6
20220306,22:30:00,1.3235000,1.3235000,1.3232000,1.3232000,6
20220306,22:35:00,1.3229000,1.3229000,1.3227000,1.3227000,9
20220306,22:40:00,1.3225000,1.3228000,1.3225000,1.3225000,24
20220306,22:50:00,1.3224000,1.3224000,1.3224000,1.3224000,3
20220306,22:55:00,1.3225000,1.3225000,1.3225000,1.3225000,3
20220306,23:00:00,1.3224000,1.3224000,1.3224000,1.3224000,3
20220306,23:05:00,1.3224000,1.3225000,1.3224000,1.3225000,6
20220306,23:45:00,1.3224000,1.3224000,1.3221000,1.3221000,12
20220306,23:50:00,1.3220000,1.3220000,1.3214000,1.3214000,6
20220306,23:55:00,1.3213000,1.3213000,1.3209000,1.3209000,9
20220307,00:10:00,1.3215000,1.3215000,1.3215000,1.3215000,3
20220307,00:15:00,1.3215000,1.3215000,1.3212000,1.3214000,12
20220307,00:20:00,1.3213000,1.3213000,1.3205000,1.3205000,11
20220307,00:25:00,1.3206000,1.3206000,1.3206000,1.3206000,3
20220307,00:30:00,1.3208000,1.3208000,1.3208000,1.3208000,3
20220307,00:35:00,1.3209000,1.3211000,1.3209000,1.3211000,6
20220307,00:40:00,1.3212000,1.3221000,1.3212000,1.3220000,20
20220307,00:45:00,1.3219000,1.3219000,1.3218000,1.3218000,6
20220307,01:05:00,1.3226000,1.3230000,1.3222000,1.3224000,65
20220307,01:10:00,1.3224000,1.3229000,1.3219000,1.3225000,536
20220307,01:15:00,1.3225000,1.3230000,1.3222000,1.3226000,244
20220307,01:20:00,1.3227000,1.3232000,1.3224000,1.3228000,365
20220307,01:25:00,1.3227000,1.3232000,1.3226000,1.3228000,277
20220307,01:30:00,1.3228000,1.3234000,1.3225000,1.3228000,509
20220307,01:35:00,1.3229000,1.3241000,1.3224000,1.3228000,1107
20220307,01:40:00,1.3226000,1.3233000,1.3226000,1.3232000,596
20220307,01:45:00,1.3232000,1.3238000,1.3229000,1.3232000,365
20220307,01:50:00,1.3232000,1.3236000,1.3228000,1.3230000,698
20220307,01:55:00,1.3230000,1.3232000,1.3229000,1.3230000,496
20220307,02:00:00,1.3230000,1.3233000,1.3229000,1.3230000,1401
20220307,02:05:00,1.3230000,1.3239000,1.3219000,1.3224000,9588
20220307,02:10:00,1.3223000,1.3225000,1.3202000,1.3205000,9814
20220307,02:15:00,1.3203000,1.3211000,1.3199000,1.3211000,10192
20220307,02:20:00,1.3209000,1.3223000,1.3207000,1.3216000,7629
20220307,02:25:00,1.3215000,1.3217000,1.3201000,1.3207000,8248
20220307,02:30:00,1.3207000,1.3220000,1.3205000,1.3219000,6582
20220307,02:35:00,1.3220000,1.3228000,1.3216000,1.3225000,6084
20220307,02:40:00,1.3224000,1.3227000,1.3218000,1.3223000,3705
20220307,02:45:00,1.3222000,1.3223000,1.3212000,1.3216000,2359
20220307,02:50:00,1.3216000,1.3219000,1.3206000,1.3212000,3560
20220307,02:55:00,1.3212000,1.3212000,1.3200000,1.3204000,4635
20220307,03:00:00,1.3205000,1.3212000,1.3200000,1.3211000,4785
20220307,03:05:00,1.3211000,1.3219000,1.3207000,1.3218000,7870
20220307,03:10:00,1.3218000,1.3222000,1.3215000,1.3222000,8742
20220307,03:15:00,1.3222000,1.3223000,1.3214000,1.3219000,8746
20220307,03:20:00,1.3219000,1.3223000,1.3214000,1.3219000,9097
20220307,03:25:00,1.3219000,1.3220000,1.3205000,1.3211000,9298
20220307,03:30:00,1.3211000,1.3212000,1.3201000,1.3205000,8993
20220307,03:35:00,1.3206000,1.3212000,1.3203000,1.3211000,5768
20220307,03:40:00,1.3211000,1.3217000,1.3207000,1.3215000,5384
20220307,03:45:00,1.3215000,1.3216000,1.3207000,1.3211000,5312
