<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220103,08:30:00,85.1785000,85.2080000,85.1020000,85.1333000,183
20220103,08:35:00,85.1785000,85.1833000,85.1020000,85.1725000,187
20220103,08:40:00,85.1396000,85.1785000,85.1152000,85.1530000,274
20220103,08:45:00,85.1530000,85.1615000,84.9660000,85.1360000,461
20220103,08:50:00,85.1275000,85.1360000,84.9660000,85.1275000,357
20220103,08:55:00,85.0857000,85.1282000,84.9320000,85.0765000,263
20220103,09:00:00,85.0765000,85.0850000,84.8640000,85.0170000,464
20220103,09:05:00,85.0170000,85.0170000,84.7960000,84.9660000,776
20220103,09:10:00,84.9660000,84.9915000,84.9307000,84.9915000,478
20220103,09:15:00,84.9915000,85.0170000,84.9398000,84.9745000,527
20220103,09:20:00,84.9745000,85.0016000,84.9336000,84.9915000,360
20220103,09:25:00,84.9915000,85.0000000,84.9223000,84.9622000,381
20220103,09:30:00,84.9600000,84.9960000,84.9277000,84.9750000,335
20220103,09:35:00,84.9750000,85.0765000,84.9309000,85.0510000,469
20220103,09:40:00,85.0510000,85.0767000,85.0071000,85.0765000,428
20220103,09:45:00,85.0765000,85.1190000,84.9660000,85.0935000,440
20220103,09:50:00,85.0935000,85.1337000,85.0436000,85.1024000,450
20220103,09:55:00,85.0935000,85.1251000,84.7960000,84.9660000,878
20220103,10:00:00,84.9660000,84.9745000,84.7280000,84.8675000,779
20220103,10:05:00,84.8700000,84.9405000,84.7280000,84.8600000,773
20220103,10:10:00,84.8575000,84.8600000,84.6260000,84.8470000,861
20220103,10:15:00,84.8400000,84.8810000,84.6940000,84.8366000,524
20220103,10:20:00,84.8385000,84.8649000,84.6260000,84.7800000,492
20220103,10:25:00,84.7790000,84.8045000,84.5920000,84.7025000,500
20220103,10:30:00,84.7025000,84.7365000,84.5240000,84.6600000,436
20220103,10:35:00,84.6600000,84.6692000,84.4900000,84.6450000,657
20220103,10:40:00,84.6515000,84.6779000,84.4900000,84.6600000,560
20220103,10:45:00,84.6600000,84.6625000,84.4900000,84.6515000,454
20220103,10:50:00,84.6430000,84.6632000,84.5851000,84.6307000,428
20220103,10:55:00,84.6260000,84.6275000,84.4900000,84.6090000,528
20220103,11:00:00,84.6050000,84.6685000,84.4900000,84.6525000,903
